video_id,title,published_at,description,channel_title,channel_id,category_id,view_count,like_count,comment_count,view_velocity,engagement_ratio,title_keywords,description_keywords
RTty93HnMSA,finally mummy ko khila hi di 😋❤️.#cooking #shortvideo #recipe#viral  #minivlog #recipe ..,2026-06-08T12:30:26Z,finally mummy ko khila hi di 😋❤️.#minivlog #cooking #shortvideo #recipe #viral #food #mummylove ..,RANI BITES ,UC2iaPQzGjhMdYsB5d46Jxyg,22,849,12,4,283.5464285184124,0.0188457008244994,"[('khila hi', 0.509), ('ko khila', 0.4983)]","[('mummy ko', 0.6295), ('khila hi', 0.4786), ('mummylove', 0.4762), ('ko khila', 0.4694), ('mummy', 0.4681), ('finally mummy', 0.4388), ('di minivlog', 0.4302), ('minivlog', 0.3982)]"
XatZWL8zESE,Mammi Kya Karengi Ab 😢 - #cooking##food #vlog #recipe #dailyvlog #comedy#mango #candy #shorts,2026-06-08T12:30:27Z,"Mammi Kya Karengi Ab 😢 - #cooking##food #vlog #recipe #dailyvlog #comedy#mango #candy



#mango 
#mangorecipe 
#juice 
#fakejuice 
#summer 
#minivlog 
#entertainment 
#viralvideo 
#shorts",RIHAN YT 07,UCHzNJGyyJqwy30ibU-epi2g,24,15743,0,2,5258.286904681085,0.0001270405894683,"[('mammi kya', 0.7049), ('kya karengi', 0.665), ('karengi ab', 0.5726)]","[('mammi kya', 0.711), ('kya karengi', 0.6365), ('mango', 0.5508), ('mammi', 0.5485), ('candy mango', 0.5476), ('mango mangorecipe', 0.5432), ('kya', 0.541), ('comedy mango', 0.5409), ('mango candy', 0.5244), ('karengi ab', 0.5234)]"
Y6eb81Vk5ic,Shaam wali bhook😩| #ytshorts #macaroni #recipe #cooking #food #easyrecipe #viral #trending #shorts,2026-06-08T12:30:11Z,,SAKSHI,UCa4ZaO4125IGddWw0Q_s8hQ,22,1371,0,1,457.24610492585754,0.0007293946024799,"[('shaam wali', 0.5491), ('macaroni', 0.5123), ('shaam', 0.4993)]",[]
5AjbHwEekpE,Maa aaj ham par gussa ho gai 😡😋 #recipe #shorts #vlog #cook #lifestyle #food #indianfood,2026-06-08T12:29:00Z,,Pyare Brize Bhaiya ,UCtq4ghU6QjnCncucGMmyCAg,22,43748,657,5,14495.17608692839,0.0151321203255005,"[('ho gai', 0.4924), ('gussa ho', 0.4635)]",[]
WtH1p0YWnYQ,Khira Monda Pitha #mondapitha #ricemonda #pitha #odia #shorts #recipe #trending #vlog #food #cooking,2026-06-08T12:29:29Z,,Cook With Sandhya,UCvBVi-8Hy3mbTRbPofKuFTQ,22,8212,503,6,2728.192100305381,0.0619824646858256,"[('pitha mondapitha', 0.6802), ('ricemonda pitha', 0.6732), ('pitha odia', 0.6687)]",[]
VZzgwtVE1UM,#cooking #howtomakechocolateathome #funny #recipe #diy #cake #memes #helpmemakethismakesense,2026-06-08T12:28:27Z,,Fb_lyric,UCkOaeIoUyuh7SEt1nY3g1LQ,26,4094,43,1,1352.3717189291003,0.0107474352711284,"[('cake memes', 0.6026), ('memes helpmemakethismakesense', 0.5421)]",[]
7EEtjnvfubU,Lemon 🍋 garlic 🧄 Best maggi recipe ever #youtube #recipe #viralshort maggi #maggie #supersuper,2026-06-08T12:29:12Z,,supersupper,UCXRLjR8nQdnWTSxMMY0IA_Q,22,3391,0,0,1124.7940264474669,0.0,"[('lemon garlic', 0.5767), ('best maggi', 0.5661)]",[]
vdK-ncG9j68,Pizza Recipe #catering #food #recipe #pizza #pizzarecipe #pizzalovers #pizzatime #pizzadough #foodie,2026-06-08T12:27:23Z,,Aliment by Alvina Chhapra,UCaujzObLsQzD2VUbsj71d8Q,22,448,33,9,147.1239258773446,0.09375,"[('pizzadough foodie', 0.7207), ('pizzarecipe pizzalovers', 0.6644)]",[]
htbRy3LSaPY,Nepali Style Sadeko Rayo Saag Recipe || Fresh & Organic Veggies of Sikkim #food #nepalifood #recipe,2026-06-08T12:03:39Z,, Vlogginkitchen ,UCfu0gHG9YBII0RtBkvBNCiQ,26,6301,621,9,1831.3626175808215,0.0999841295032534,"[('nepalifood', 0.5788)]",[]
HITC9cCBpRc,Karveppilai Sadam😋 Lunchbox recipe👌#shorts#shortsfeed#yummy#easy#simple#food#vareityrice#cooking,2026-06-08T11:48:01Z,"‎⁨@magiscookingdiary⁩  

#shorts
#shortstamil
#shortsfeed
#trending
#trendingshorts 
#trendingvideo 
#cooking 
#cookingshorts 
#cookingvideo 
#recipe 
#easyrecipe 
#simplerecipe 
#viralshorts
#viral
#dailyshorts
#yummy 
#yummyfood 
#yummyrecipe 
#samayal 
#samayalshorts 
#food
#vareityrice 
#vareityriceintamil
#karuveppilaisadam
#karuveppilaipodi 
#lunchboxrecipe 
#lunchbox 
#tamil
#hairgrowth
#hairgrowthtips
#vareityrice
#easylunchboxrecipe",Magi's cooking diary,UCu1ndL-GjZM2VQ-UAXfXftg,22,3325,0,0,898.3662511294112,0.0,"[('karveppilai', 0.5992), ('karveppilai sadam', 0.5124)]","[('lunchbox tamil', 0.5309), ('karuveppilaipodi lunchboxrecipe', 0.5025), ('yummyrecipe samayal', 0.4456), ('lunchboxrecipe', 0.4342), ('shortstamil shortsfeed', 0.4307), ('simplerecipe viralshorts', 0.4267), ('vareityriceintamil karuveppilaisadam', 0.4179)]"
xaG4XlU8cOE,Healthy recipe | Vishesh Monga | #yt #food #cooking #recipe #muesli #health #healthy #healthylife,2026-06-08T11:43:39Z,,Vishesh Monga,UChc3ewxKQdiVSCcYe7FXm4g,22,7636,386,8,2023.3491435116175,0.0515976951283394,"[('health healthy', 0.5547)]",[]
1cNxTdakSOE,Recette de mouton dans la airfyer #food #cooking #cuisine #foodie #recipe,2026-06-08T11:41:28Z,"🌿 Des épices africaines 100 % naturelles, sans additifs ni conservateurs. 

✨ Les épices et les casseroles sont disponibles ! 

👉 Découvrez nos produits ici : https://lacuisinedemarina.com/product-category/pots/

📞 Commandes & informations :
🇪🇺 Europe, Amérique, Canada, Suisse, Angleterre : +33 7 82 19 72 54

🌍 Cameroun & Afrique :
Les épices sont disponibles au +237 679 04 97 90

Le lien pour rejoindre le groupe WhatsApp 👉🏾 https://whatsapp.com/channel/0029VbBidgnEVccLZ5k46m2t

Chaîne la cuisine de Marina

🛒 Pour tous vos produits africains et poissons:
👉 https://enviesdafrique.fr ❤️",La cuisine de marina,UCY5XI-AIxYRl36-8-r_oreA,22,4546,330,6,1193.0725956992424,0.0739111306643202,"[('mouton dans', 0.5772), ('recette mouton', 0.5349)]","[('épices et', 0.525), ('épices africaines', 0.518), ('africains et', 0.5139), ('les casseroles', 0.5082), ('des épices', 0.504), ('épices sont', 0.4822), ('les épices', 0.4818), ('casseroles sont', 0.4714), ('et poissons', 0.4329), ('le groupe', 0.4188)]"
E_1tdeq8TWw,Creamy katla fish curry with Kasuri Methi #katlafishcurry #shorts #recipe #food,2026-06-08T11:37:02Z,"Creamy katla fish curry with Kasuri Methi #katlafishcurry #shorts #recipe #food 

Indulge in the rich and flavorful taste of Creamy Katla Fish Curry with Kasuri Methi! This delicious Bengali-style fish curry combines tender Katla fish with a creamy, aromatic gravy infused with the unique flavor of Kasuri Methi. Perfect for lunch or dinner with hot steamed rice, this easy fish recipe is sure to become a family favorite. Watch till the end for the complete recipe and cooking tips!

#CreamyKatlaFishCurry #KatlaRecipe #FishCurryRecipe #KasuriMethiRecipe #BengaliFishCurry #IndianFishRecipes #HomeCooking #ShortsRecipe
 
katla fish curry, creamy fish curry, fish curry katla fish, katla fish curry recipe, how to make katla fish curry, masala fish curry, kerala fish curry, masala fish curry recipe, katla fish recipe, easy fish curry recipe, fish curry recipes",Asima Cooking,UCYwlrSzAZDdb9DglmhIBhwQ,26,20114,0,7,5178.390274335545,0.0003480163070498,"[('creamy katla', 0.6772), ('fish curry', 0.6492), ('methi katlafishcurry', 0.6425)]","[('fish curry', 0.5989), ('curry fish', 0.5836), ('kerala fish', 0.5048), ('fish katla', 0.4981), ('curry creamy', 0.4961), ('curry recipes', 0.4926)]"
nu5GEO0DiCg,Rohh boi goise 😩🥵 cool kenke hou #foodie #recipe #cooking,2026-06-08T11:36:33Z,,Anamika Barman,UCRUOCsDbUA5QBBtswCIWVwQ,22,61505,6770,54,15801.815853060443,0.110950329241525,"[('hou foodie', 0.6351), ('kenke hou', 0.5866)]",[]
nlVWcg1FEa8,Dalgona Cold Coffee Recipe 😋 | Cafe Style Cold Coffee at Home #shorts,2026-06-08T11:35:07Z,"Craving a creamy cafe-style cold coffee at home? ☕😍 Try this easy Dalgona Cold Coffee made with just coffee, sugar, water, ice cubes, and milk. The rich whipped coffee foam creates a smooth, frothy, and refreshing drink that's perfect for hot summer days. Decorate the glass with chocolate syrup for an extra delicious cafe-style touch and a beautiful presentation.
Whether you're looking for a quick cold coffee recipe, instant coffee drink, summer special beverage, evening refreshment, work break drink, study-time coffee, or a viral coffee recipe, this Dalgona Cold Coffee is a must-try. Easy, budget-friendly, beginner-friendly, and ready in just minutes, it's the perfect homemade coffee for every coffee lover.
#coldcoffee #refreshingdrink #easyrecipe #quickrecipe #summerdrink #summerrecipes #dalgonacoffee #viralrecipe #recipe #avanianuradhakirasoi",Avani Anuradha Ki Rasoi,UCI02sKFi77ZWGIZYZCTKTqQ,22,7050,125,5,1800.231465845967,0.0184397163120567,"[('dalgona cold', 0.6796), ('cold coffee', 0.6638)]","[('cold coffee', 0.633), ('dalgona cold', 0.6265), ('coldcoffee', 0.5661), ('dalgonacoffee', 0.5364), ('coldcoffee refreshingdrink', 0.5322), ('homemade coffee', 0.5224), ('summerrecipes dalgonacoffee', 0.5066)]"
